                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    217,                  1.207,                 1.5348,                 0.5572,                0.82469,                 0.8343,                0.73881,                  0.806,                0.32108,                0.69427,                0.53234,                0.57208,                0.19154,                  2.103,                  2.827,                 1.0841,                0.96935,              0.0002972,              0.0002972,              0.0002972
                    218,                 1.2307,                 1.5309,                0.56373,                0.83086,                0.80393,                0.76497,                0.79581,                0.32759,                0.63765,                0.62599,                0.59906,                0.19844,                 2.0999,                 2.8656,                 1.0663,                0.97025,             0.00028928,             0.00028928,             0.00028928
                    219,                 1.2064,                   1.53,                0.54796,                0.82623,                0.82346,                0.77861,                0.80925,                0.33225,                  0.669,                0.62935,                0.61487,                0.20979,                 2.0853,                 2.8032,                 1.0771,                0.96748,             0.00028136,             0.00028136,             0.00028136
                    220,                  1.222,                  1.562,                0.55448,                0.83658,                 0.8223,                0.77124,                0.79955,                0.31699,                0.66637,                0.62189,                0.59607,                0.19473,                 2.1042,                  2.819,                 1.0611,                0.96864,             0.00027344,             0.00027344,             0.00027344
                    221,                 1.2162,                 1.5531,                0.54814,                0.82311,                0.82748,                0.75622,                0.80328,                0.31963,                0.65763,                0.58458,                0.57573,                0.18854,                   2.14,                 2.9387,                 1.1167,                0.96885,             0.00026552,             0.00026552,             0.00026552
                    222,                 1.1971,                 1.5816,                0.54735,                0.82424,                0.84363,                0.75156,                0.81026,                0.32864,                0.68007,                 0.5796,                0.58786,                 0.2016,                 2.1145,                 2.8785,                 1.1142,                0.96546,              0.0002576,              0.0002576,              0.0002576
                    223,                 1.2139,                 1.5226,                0.55626,                0.82491,                0.84879,                0.74129,                0.80862,                0.33028,                0.67694,                 0.5995,                0.60342,                 0.2065,                 2.1041,                 2.8817,                 1.0959,                 0.9641,             0.00024968,             0.00024968,             0.00024968
                    224,                 1.2128,                  1.543,                0.54275,                0.82257,                0.81941,                0.75124,                0.78548,                0.31375,                0.64111,                0.57214,                0.57118,                0.19186,                 2.1342,                 2.9064,                 1.0972,                0.96905,             0.00024176,             0.00024176,             0.00024176
                    225,                 1.1954,                 1.5176,                0.54396,                0.82194,                0.80961,                0.77861,                 0.8024,                0.31977,                0.66761,                0.56458,                0.57817,                0.20003,                  2.126,                 2.9555,                  1.095,                0.96837,             0.00023384,             0.00023384,             0.00023384
                    226,                 1.2155,                 1.5642,                0.54681,                0.82324,                 0.8308,                0.76952,                0.81511,                0.32824,                0.66125,                0.59242,                 0.6089,                0.21887,                  2.128,                 2.8999,                 1.1033,                0.96666,             0.00022592,             0.00022592,             0.00022592
                    227,                 1.2205,                 1.5293,                0.54737,                0.82483,                0.86136,                0.75124,                0.81226,                0.33343,                0.68881,                0.58955,                0.61167,                0.22364,                 2.1101,                 2.8896,                 1.0767,                0.96558,               0.000218,               0.000218,               0.000218
                    228,                 1.2234,                 1.5916,                0.55024,                0.82946,                0.84202,                0.77114,                 0.8222,                0.34319,                0.65547,                0.59631,                0.60286,                0.22076,                 2.1169,                 2.8633,                  1.087,                0.96704,             0.00021008,             0.00021008,             0.00021008
                    229,                 1.2379,                 1.5448,                0.55347,                 0.8216,                0.85597,                0.75622,                0.81415,                0.33879,                0.67577,                0.59701,                0.60111,                0.21278,                 2.1016,                 2.8508,                 1.0846,                0.96641,             0.00020216,             0.00020216,             0.00020216
                    230,                 1.2141,                 1.5541,                0.54325,                  0.826,                0.83357,                0.76119,                0.81134,                0.32526,                0.63292,                0.56965,                0.57034,                0.20173,                 2.1297,                 2.9573,                 1.0853,                0.96889,             0.00019424,             0.00019424,             0.00019424
                    231,                  1.179,                 1.5037,                0.53833,                0.82276,                0.83607,                0.75124,                0.79717,                   0.32,                0.64654,                 0.5796,                0.56816,                0.19615,                 2.1096,                 2.9064,                 1.0808,                 0.9662,             0.00018632,             0.00018632,             0.00018632
                    232,                 1.2148,                 1.5535,                0.54522,                0.82235,                0.82817,                0.75622,                0.79714,                0.32363,                0.64092,                0.58164,                0.57002,                0.19297,                 2.0992,                 2.8934,                 1.0932,                0.96878,              0.0001784,              0.0001784,              0.0001784
                    233,                 1.2158,                 1.5432,                0.54931,                0.82679,                 0.8157,                0.78358,                0.80282,                0.32912,                0.62967,                0.60945,                0.58789,                0.20809,                 2.1072,                  2.913,                 1.0739,                0.96759,             0.00017048,             0.00017048,             0.00017048
                    234,                 1.1874,                 1.5004,                0.53755,                0.81977,                0.83534,                0.78607,                0.81778,                0.33228,                0.63406,                 0.5995,                0.57412,                0.19951,                 2.1032,                 2.9562,                 1.0566,                0.96658,             0.00016256,             0.00016256,             0.00016256
                    235,                 1.1933,                 1.5657,                0.54217,                0.81828,                 0.8468,                0.76368,                0.82131,                0.33517,                0.66839,                0.59163,                0.58981,                0.21228,                 2.0947,                 2.9897,                 1.0726,                0.96578,             0.00015464,             0.00015464,             0.00015464
                    236,                 1.2094,                 1.5257,                0.54059,                0.82341,                 0.8302,                0.77363,                0.81068,                0.31996,                0.64377,                0.54478,                0.53512,                0.18696,                  2.141,                 2.9749,                 1.0751,                0.97191,             0.00014672,             0.00014672,             0.00014672
                    237,                 1.2017,                 1.4902,                0.54225,                0.82256,                0.82025,                0.77189,                0.81288,                0.32568,                0.62586,                0.58209,                0.56169,                0.20034,                 2.1109,                 2.9513,                 1.0749,                0.97209,              0.0001388,              0.0001388,              0.0001388
                    238,                  1.194,                  1.489,                0.53328,                0.81901,                0.81761,                0.77363,                0.81357,                0.32442,                0.63053,                0.58458,                0.56563,                0.20262,                 2.0992,                 2.9675,                  1.073,                0.96722,             0.00013088,             0.00013088,             0.00013088
                    239,                 1.2003,                 1.5289,                0.53587,                0.81819,                0.85445,                0.74475,                0.80864,                0.32085,                0.64611,                0.56316,                0.56568,                0.20253,                 2.1125,                 2.9949,                 1.0809,                0.96651,             0.00012296,             0.00012296,             0.00012296
                    240,                 1.1749,                  1.522,                 0.5375,                0.82039,                0.85502,                0.74378,                0.81227,                0.32476,                0.65622,                0.56468,                0.56943,                0.20266,                  2.092,                   2.95,                 1.0503,                0.96661,             0.00011504,             0.00011504,             0.00011504
                    241,                 1.3044,                 1.6292,                0.59936,                0.84268,                0.86574,                0.73783,                0.81495,                0.33149,                0.71161,                 0.5597,                0.59125,                0.20742,                  2.087,                 2.9376,                 1.0574,                0.97125,             0.00010712,             0.00010712,             0.00010712
                    242,                 1.2351,                 1.5518,                 0.5553,                0.83715,                0.84929,                0.75871,                0.80893,                0.32731,                0.67861,                0.60945,                0.60537,                0.21184,                 2.0982,                 2.9776,                 1.0824,                0.97448,               9.92e-05,               9.92e-05,               9.92e-05
                    243,                 1.2164,                 1.5605,                0.54776,                0.83019,                0.84796,                0.75373,                0.81371,                0.32445,                0.66222,                0.58955,                 0.5861,                0.20456,                 2.0999,                 2.9833,                 1.0916,                0.97282,              9.128e-05,              9.128e-05,              9.128e-05
                    244,                 1.2157,                 1.5598,                0.53783,                0.82914,                 0.8376,                0.75694,                0.81126,                 0.3249,                0.65577,                0.60199,                0.59406,                0.20454,                 2.1091,                 2.9984,                 1.0914,                0.97384,              8.336e-05,              8.336e-05,              8.336e-05
                    245,                 1.1895,                 1.5099,                0.53156,                0.82458,                0.87569,                0.73596,                0.80614,                0.31838,                0.64688,                0.60151,                0.58533,                 0.1985,                 2.1248,                 2.9878,                 1.0982,                0.97455,              7.544e-05,              7.544e-05,              7.544e-05
                    246,                 1.1704,                 1.4913,                0.52336,                0.82335,                0.87372,                0.74011,                0.80977,                0.32324,                0.67291,                0.57463,                0.57161,                0.20051,                 2.1235,                 2.9964,                 1.1028,                0.97202,              6.752e-05,              6.752e-05,              6.752e-05
                    247,                 1.1642,                 1.5335,                0.51745,                0.82289,                0.85095,                0.75272,                0.81204,                0.32757,                0.65268,                0.59453,                0.58058,                0.20368,                 2.1127,                 2.9752,                 1.1152,                0.97137,               5.96e-05,               5.96e-05,               5.96e-05
                    248,                 1.1666,                 1.5135,                0.52246,                0.82275,                0.84077,                0.76183,                0.80761,                0.32521,                0.65301,                0.59453,                0.58028,                0.20034,                 2.1168,                 2.9861,                 1.1344,                0.97064,              5.168e-05,              5.168e-05,              5.168e-05
                    249,                 1.1502,                 1.5076,                0.51319,                0.83057,                0.83748,                0.75629,                0.80915,                0.32172,                0.64689,                0.60448,                0.58306,                0.20382,                 2.1136,                  2.982,                 1.1352,                0.97064,              4.376e-05,              4.376e-05,              4.376e-05
                    250,                 1.1605,                 1.4655,                0.51174,                0.83439,                0.84529,                0.74752,                 0.8102,                0.32254,                0.64477,                0.59149,                0.57714,                 0.2013,                 2.1104,                 2.9848,                 1.1359,                0.96872,              3.584e-05,              3.584e-05,              3.584e-05
